,Unnamed: 0,Unnamed: 0.1,Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating,keywords,release date
1598,2407,2407,Fat Princess: Fistful of Cake,PSP,2010.0,Action,Sony Computer Entertainment,0.16,0.04,0.0,0.04,0.24,74.0,66.0,8.7,50.0,SuperVillain Studios,T,"Fistful of Cake,Fat Princess,Fat Princess: Fistful of Cake",5/4/2010
1600,2410,2410,Rodea the Sky Soldier,Wii U,2015.0,Action,Nippon Ichi Software,0.19,0.04,0.02,0.02,0.27999999999999997,45.0,69.0,6.2,199.0,"Prope, Kadokawa",E10+,Rodea the Sky Soldier,11/10/2015
1605,2417,2417,Deca Sports Extreme,3DS,2011.0,Sports,Hudson Soft,0.16,0.0,0.06,0.02,0.24,52.0,12.0,0.0,,Hudson Soft,E,Deca Sports Extreme,9/20/2011
1606,2422,2422,Marvel Avengers: Battle for Earth,Wii U,2012.0,Action,Ubisoft,0.13999999999999999,0.08,0.0,0.02,0.26,54.0,31.0,5.766666666666667,62.0,Ubisoft Quebec,T,"Marvel,Battle for Earth,Marvel Avengers,Marvel Avengers: Battle for Earth",10/30/2012
1610,2431,2431,Tropico 5,Windows,2014.0,Simulation,Kalypso Media,0.04,0.18,0.0,0.02,0.24,75.0,102.0,7.0,702.0,Haemimont,T,"Tropico,Tropico 5",5/23/2014
1611,2432,2432,Reality Fighters,Vita,2012.0,Fighting,Sony Computer Entertainment,0.1,0.1,0.0,0.04,0.24,54.0,78.0,3.8,60.0,Novarama,T,Reality Fighters,3/13/2012
1614,2438,2438,Lost in Shadow,Wii,2010.0,Platform,Konami Digital Entertainment,0.18,0.0,0.02,0.02,0.24,68.0,76.0,8.7,36.0,Hudson Soft,E10+,Lost in Shadow,10/8/2010
1615,2442,2442,Darkspore,Windows,2011.0,Role-Playing,Electronic Arts,0.14,0.06,0.0,0.02,0.24,65.0,104.0,6.0,266.0,Maxis,T,Darkspore,4/26/2011
1616,2443,2443,Self-Defense Training Camp,Xbox 360,2011.0,Sports,Ubisoft,0.16,0.06,0.0,0.02,0.24,21.0,10.0,5.0,50.0,Ubisoft,T,Self-Defense Training Camp,11/8/2011
1620,2450,2450,Rugby 15,PS4,2015.0,Sports,Bigben Interactive,0.14,0.21999999999999997,0.0,0.060000000000000005,0.4,,,2.475,,HB Studios Multimedia,E,"Rugby 15,Rugby",2/10/2015
1621,2452,2452,Disney Art Academy,3DS,2016.0,Action,Nintendo,0.04,0.02,0.16,0.0,0.22,72.0,32.0,6.8,10.0,Headstrong Games,E,Disney Art Academy,5/13/2016
1627,2463,2463,Funky Barn,3DS,2012.0,Simulation,Ubisoft,0.14,0.06,0.0,0.02,0.22,,,,,,,Funky Barn,4/3/2012
1632,2469,2469,Dementium II,DS,2010.0,Shooter,SouthPeak Games,0.18,0.02,0.0,0.02,0.22,75.0,50.0,8.3,62.0,Renegade Kid,M,"Dementium,Dementium II",5/4/2010
1635,2476,2476,JASF: Jane's Advanced Strike Fighters,PS3,2011.0,Simulation,Deep Silver,0.22,0.09,0.0,0.03,0.35,43.75,23.0,3.4499999999999997,36.0,Trickstar Games,T,"JASF,JASF: Jane's Advanced Strike Fighters,Jane's Advanced Strike Fighters",10/18/2011
1637,2487,2487,DualPenSports,3DS,2011.0,Sports,Namco Bandai Games,0.1,0.1,0.0,0.02,0.22,58.0,22.0,0.0,,Indies Zero,E10+,DualPenSports,6/21/2011
1638,2502,2502,RIGS: Mechanized Combat League,PS4,2016.0,Action,Sony Computer Entertainment,0.06,0.1,0.02,0.04,0.22,79.0,84.0,7.9,152.0,Guerilla Cambridge,T,"Mechanized Combat League,RIGS: Mechanized Combat League,RIGS",10/13/2016
1640,2505,2505,Deus Ex: Human Revolution,Wii U,2013.0,Shooter,Square Enix,0.1,0.1,0.0,0.02,0.22,,,,,,,"Deus Ex,Deus Ex: Human Revolution,Human Revolution",10/22/2013
1641,2506,2506,Sonic Generations,Windows,2011.0,Platform,Sega,0.04,0.14,0.0,0.04,0.22,77.0,22.0,8.3,674.0,Sega,E,"Sonic Generations,Sonic",11/3/2011
1642,2507,2507,The Penguins of Madagascar: Dr. Blowhole Returns - Again!,Xbox 360,2011.0,Action,THQ,0.28,0.15,0.0,0.05,0.48000000000000004,,,,,,,"The Penguins of Madagascar,Dr. Blowhole Returns - Again!,The Penguins of Madagascar: Dr. Blowhole Returns - Again!",9/6/2011
1651,2524,2524,Lucha Libre AAA: Heroes del Ring,PS3,2010.0,Fighting,Konami Digital Entertainment,0.25,0.0,0.0,0.02,0.27,52.333333333333336,23.0,6.833333333333333,32.0,Immersion Software & Graphics,T,"Lucha Libre AAA: Heroes del Ring,Heroes del Ring,Lucha Libre AAA",10/12/2010
1652,2525,2525,Pac-Man and the Ghostly Adventures 2,Xbox 360,2014.0,Adventure,Namco Bandai Games,0.22000000000000003,0.16999999999999998,0.0,0.060000000000000005,0.46,,,5.26,,Vicious Cycle,E10+,"Pac-Man and the Ghostly Adventures,Pac-Man and the Ghostly Adventures 2",10/14/2014
1654,2527,2527,"Sakura Wars: So Long, My Love",Wii,2010.0,Role-Playing,Ackkstudios,0.1,0.08,0.0,0.02,0.2,75.0,60.0,7.3,62.0,Idea Factory,T,"So Long, My Love,Sakura Wars: So Long, My Love,Sakura Wars",3/30/2010
1655,2531,2531,Sacred 3,PS3,2014.0,Role-Playing,Deep Silver,0.09,0.1,0.06,0.02,0.25,54.333333333333336,37.0,3.633333333333333,134.0,"Deep Silver, Keen Games",M,"Sacred 3,Sacred",8/5/2014
1656,2534,2534,The First Templar,Xbox 360,2011.0,Action,Kalypso Media,0.18,0.09,0.0,0.03,0.28,53.666666666666664,61.0,6.133333333333333,112.0,Haemimont,T,The First Templar,5/6/2011
1658,2539,2539,Blades of Time,Xbox 360,2012.0,Action,Konami Digital Entertainment,0.18000000000000002,0.07,0.01,0.03,0.30000000000000004,52.333333333333336,65.0,6.733333333333333,82.0,Gaijin Entertainment,M,Blades of Time,3/6/2012
1659,2541,2541,"Sesame Street: Ready, Set, Grover!",Wii,2011.0,Misc,Warner Bros. Interactive Entertainment,0.27,0.0,0.0,0.03,0.27,,,,,,,"Ready, Set, Grover!,Sesame Street,Sesame Street: Ready, Set, Grover!",8/2/2011
1660,2544,2544,NASCAR The Game: Inside Line,Xbox 360,2012.0,Racing,Activision,0.25,0.0,0.0,0.03,0.28,73.33333333333333,18.0,3.766666666666667,69.0,Eutechnyx,E,"Inside Line,NASCAR The Game: Inside Line,NASCAR The Game",11/6/2012
1661,2547,2547,The Sims 4: City Living,Windows,2016.0,Simulation,Electronic Arts,0.04,0.16,0.0,0.02,0.2,77.0,20.0,5.7,60.0,Maxis,T,"The Sims 4: City Living,City Living,Sims,The Sims 4",11/1/2016
1662,2551,2551,Scribblenauts Unmasked: A DC Comics Adventure,Wii U,2013.0,Puzzle,Warner Bros. Interactive Entertainment,0.27,0.0,0.0,0.03,0.30000000000000004,70.0,41.0,6.266666666666667,98.0,5TH Cell,E10+,"Scribblenauts Unmasked,Scribblenauts Unmasked: A DC Comics Adventure,A DC Comics Adventure",9/24/2013
1664,2558,2558,Resident Evil: Revelations 2,Xbox One,2015.0,Action,Capcom,0.18000000000000002,0.06,0.0,0.03,0.27,,,7.2,260.0,Capcom,M,"Resident Evil: Revelations 2,Revelations 2,Resident Evil: Revelations,Resident Evil",2/25/2015
1665,2560,2560,Tom Clancy's Ghost Recon: Predator,PSP,2010.0,Shooter,Ubisoft,0.14,0.04,0.0,0.04,0.2,54.0,30.0,0.0,,Virtuos,T,"Predator,Tom Clancy's Ghost Recon,Tom Clancy's,Tom Clancy's Ghost Recon: Predator",11/16/2010
1667,2562,2562,nail'd,Xbox 360,2010.0,Racing,Deep Silver,0.16,0.04,0.0,0.02,0.2,64.0,98.0,7.1,32.0,Techland,E10+,nail'd,11/30/2010
1668,2564,2564,Attack of the Movies 3D,Wii,2010.0,Shooter,Majesco Entertainment,0.22,0.0,0.0,0.02,0.24000000000000002,38.666666666666664,20.0,0.85,,"Majesco Games, Majesco",T,Attack of the Movies 3D,5/18/2010
1670,2569,2569,"Warhammer 40,000: Dawn of War II - Chaos Rising",Windows,2010.0,Strategy,THQ,0.16,0.02,0.0,0.02,0.2,,,,,,,"Warhammer 40,000: Dawn of War II - Chaos Rising,Warhammer 40,000,Dawn of War II - Chaos Rising",3/11/2010
1673,2579,2579,EVE: Valkyrie,PS4,2016.0,Shooter,CCP,0.06,0.1,0.0,0.04,0.2,73.0,52.0,6.3,74.0,CCP,T,"EVE,Valkyrie,EVE: Valkyrie",10/13/2016
1674,2581,2581,The Walking Dead: Season Two,Vita,2014.0,Adventure,Telltale Games,0.14,0.0,0.02,0.04,0.2,,,,,,,"The Walking Dead: Season Two,The Walking Dead: Season,The Walking Dead,Season Two",4/22/2014
1676,2584,2584,Natural Doctrine,PS4,2014.0,Role-Playing,Nippon Ichi Software,0.15000000000000002,0.060000000000000005,0.08,0.04,0.32,,,6.9,204.0,Kadokawa,M,Natural Doctrine,9/30/2014
1681,2589,2589,Cubic Ninja,3DS,2011.0,Platform,Ubisoft,0.1,0.08,0.0,0.02,0.2,51.0,30.0,5.9,28.0,AQ Interactive,E,Cubic Ninja,6/14/2011
1686,2604,2604,Cartoon Network: Punch Time Explosion,3DS,2011.0,Fighting,Deep Silver,0.14,0.04,0.0,0.02,0.2,58.0,32.0,5.9,56.0,Papaya Studios,E10+,"Cartoon Network,Cartoon Network: Punch Time Explosion,Punch Time Explosion",6/2/2011
1692,2622,2622,Young Justice: Legacy,PS3,2013.0,Action,Namco Bandai Games,0.15,0.02,0.0,0.04,0.21,,,5.633333333333333,37.0,Freedom Factory Studios,T,"Legacy,Young Justice,Young Justice: Legacy",11/19/2013
1693,2623,2623,Devil May Cry 4,PS4,2015.0,Action,Capcom,0.02,0.0,0.16,0.0,0.18,,,,,,,"Devil May Cry,DMC,Devil May Cry 4",6/23/2015
1694,2624,2624,Adventure Time: Finn & Jake Investigations,PS4,2015.0,Action,Little Orbit,0.2,0.29000000000000004,0.0,0.07,0.53,,,,,,,"Adventure Time: Finn & Jake Investigations,Adventure Time,Finn & Jake Investigations",10/20/2015
1696,2630,2630,Teenage Mutant Ninja Turtles: Mutants in Manhattan,PS4,2016.0,Action,Activision,0.15000000000000002,0.11,0.0,0.05,0.30999999999999994,,,4.9399999999999995,394.0,PlatinumGames,T,"Teenage Mutant Ninja Turtles: Mutants in Manhattan,Teenage Mutant Ninja Turtles,Mutants in Manhattan",5/24/2016
1700,2643,2643,Jimmie Johnson's Anything With an Engine,Xbox 360,2011.0,Racing,Konami Digital Entertainment,0.30000000000000004,0.0,0.0,0.03,0.33,,,6.1000000000000005,,Isopod Labs,E10+,Jimmie Johnson's Anything With an Engine,11/1/2011
1701,2644,2644,Digimon All-Star Rumble,PS3,2014.0,Fighting,Namco Bandai Games,0.16999999999999998,0.05,0.0,0.05,0.24,,,5.766666666666667,74.0,Prope,E10+,Digimon All-Star Rumble,11/11/2014
1702,2645,2645,Sonic Boom: Fire & Ice,3DS,2016.0,Platform,Sega,0.1,0.06,0.0,0.02,0.18,,,,,,,"Fire & Ice,Sonic,Sonic Boom: Fire & Ice,Sonic Boom",9/27/2016
1703,2646,2646,Driver: Renegade,3DS,2011.0,Racing,Ubisoft,0.1,0.08,0.0,0.02,0.18,48.0,26.0,5.0,40.0,Ubisoft,M,"Driver: Renegade,Renegade,Driver",9/6/2011
1704,2649,2649,Yaiba: Ninja Gaiden Z,PS3,2014.0,Action,Tecmo Koei,0.13,0.06999999999999999,0.0,0.04,0.22999999999999998,45.333333333333336,112.0,4.766666666666667,211.0,"Spark Unlimited, comcept",M,"Yaiba,Ninja Gaiden Z,Yaiba: Ninja Gaiden Z",3/18/2014
1708,2656,2656,Disgaea Infinite,PSP,2010.0,Adventure,Nippon Ichi Software,0.14,0.0,0.02,0.02,0.18,64.0,30.0,4.4,80.0,Nippon Ichi Software,T,Disgaea Infinite,6/8/2010
1710,2661,2661,Last Rebellion,PS3,2010.0,Role-Playing,Nippon Ichi Software,0.12,0.02,0.02,0.02,0.18,44.0,60.0,4.6,68.0,Hit Maker,T,Last Rebellion,2/23/2010
1714,2668,2668,SpongeBob: HeroPants,Xbox 360,2015.0,Platform,Activision,0.2,0.0,0.0,0.02,0.23,,,2.9749999999999996,,Activision,E,"HeroPants,SpongeBob,SpongeBob: HeroPants",2/3/2015
1715,2669,2669,Back to the Future: The Game,PS3,2011.0,Adventure,Telltale Games,0.14,0.02,0.0,0.02,0.18,66.0,10.0,6.8,102.0,Telltale Games,,"The Game,Back to the Future,Back to the Future: The Game",2/15/2011
1716,2674,2674,Mahjong Cub3D,3DS,2011.0,Puzzle,Sunsoft,0.14,0.0,0.04,0.0,0.18,67.0,22.0,5.3,8.0,SunSoft,E,Mahjong Cub3D,10/11/2011
1719,2683,2683,WRC 5: FIA World Rally Championship,PS3,2015.0,Sports,Bigben Interactive,0.04,0.1,0.0,0.02,0.18,,,,,,,"WRC 5: FIA World Rally Championship,FIA World Rally Championship,WRC 5",10/13/2015
1722,2689,2689,Batman: A Telltale Game Series,PS4,2016.0,Adventure,Telltale Games,0.08,0.11,0.0,0.02,0.21,,,,,,,"Batman,Batman: A Telltale Game Series,A Telltale Game Series",8/2/2016
1724,2691,2691,BIT.TRIP COMPLETE,Wii,2011.0,Misc,Rising Star Games,0.12,0.04,0.0,0.02,0.18,84.0,38.0,8.7,36.0,Gaijin Games,E,BIT.TRIP COMPLETE,9/13/2011
1726,2694,2694,Data East Arcade Classics,Wii,2010.0,Misc,Majesco Entertainment,0.16,0.0,0.0,0.02,0.18,56.0,14.0,8.2,10.0,G1M2,T,Data East Arcade Classics,2/19/2010
1727,2695,2695,Assassin's Creed Chronicles,PS4,2016.0,Action,Ubisoft,0.03,0.14,0.03,0.03,0.25,,,6.733333333333333,48.0,Climax Studios,T,"Assassin's Creed,Assassin's Creed Chronicles",2/9/2016
1731,2715,2715,Bejeweled 3,Windows,2010.0,Puzzle,PopCap Games,0.04,0.1,0.0,0.02,0.16,82.0,54.0,8.1,172.0,PopCap,E,"Bejeweled,Bejeweled 3",12/7/2010
1734,2719,2719,Shovel Knight,PS4,2015.0,Platform,Yacht Club Games,0.06,0.06,0.0,0.02,0.16,90.0,36.0,7.6,624.0,Yacht Club Games,E,Shovel Knight,4/21/2015
1735,2721,2721,101-in-1 Sports Megamix,DS,2010.0,Sports,Nordcurrent,0.16,0.0,0.0,0.02,0.16,,,0.0,,Nordcurrent,E10+,101-in-1 Sports Megamix,11/19/2010
1739,2730,2730,Knights Contract,PS3,2011.0,Action,Namco Bandai Games,0.08,0.06,0.0,0.02,0.16,51.0,74.0,6.0,16.0,Game Republic,M,Knights Contract,2/24/2011
1740,2732,2732,Risen 3: Titan Lords,PS3,2014.0,Role-Playing,Deep Silver,0.06,0.14,0.0,0.02,0.22,38.666666666666664,24.0,3.9333333333333336,223.0,Piranha Bytes,M,"Risen 3: Titan Lords,Risen 3,Titan Lords",8/12/2014
1745,2743,2743,Cartoon Network: Punch Time Explosion XL,Wii,2011.0,Fighting,Crave Entertainment,0.27,0.02,0.0,0.04,0.30000000000000004,,,,,,,"Cartoon Network,Punch Time Explosion XL,Cartoon Network: Punch Time Explosion XL",6/2/2011
1748,2756,2756,Knights Contract,Xbox 360,2011.0,Action,Namco Bandai Games,0.1,0.06,0.0,0.02,0.16,49.0,82.0,5.6,32.0,Game Republic,M,Knights Contract,2/22/2011
1751,2763,2763,Resident Evil 6,PS4,2016.0,Shooter,Capcom,0.16,0.0,0.0,0.02,0.21000000000000002,61.0,50.0,6.566666666666666,222.0,Capcom,M,"Resident Evil 6,Resident Evil",3/29/2016
1752,2764,2764,Assassin's Creed: Rogue,Windows,2015.0,Action,Ubisoft,0.1,0.04,0.0,0.02,0.16,74.0,50.0,7.5,724.0,Ubisoft,M,"Assassin's Creed,Rogue,Assassin's Creed: Rogue",3/10/2015
1753,2767,2767,Song of the Deep,PS4,2016.0,Action,Insomniac Games,0.19999999999999998,0.0,0.0,0.03,0.25,69.25,106.0,6.95,95.0,Insomniac Games,E,Song of the Deep,7/12/2016
1757,2775,2775,Just Dance: Disney Party 2,Wii U,2015.0,Action,Ubisoft,0.21999999999999997,0.04,0.0,0.04,0.30000000000000004,,,0.0,,Ubisoft,E,"Just Dance,Just Dance: Disney Party 2,Just Dance: Disney Party,Disney Party 2",10/20/2015
1759,2781,2781,Serious Sam 3: BFE,Windows,2011.0,Shooter,Mastertronic,0.02,0.1,0.0,0.02,0.16,72.0,106.0,8.2,1172.0,Croteam,,"BFE,Serious Sam 3,Serious Sam 3: BFE",11/22/2011
1762,2792,2792,Killer Instinct (2013),Xbox One,2013.0,Fighting,Microsoft Game Studios,0.08,0.06,0.0,0.02,0.14,,,,,,,"Killer Instinct (2013),Killer Instinct",11/22/2013
1765,2798,2798,Escape Dead Island,PS3,2014.0,Action,Deep Silver,0.11,0.1,0.0,0.03,0.21000000000000002,37.333333333333336,62.0,3.6,176.0,Fatshark AB,M,Escape Dead Island,11/18/2014
1767,2803,2803,Toy Soldiers: War Chest,PS4,2015.0,Action,Ubisoft,0.16999999999999998,0.0,0.0,0.03,0.2,61.333333333333336,52.0,7.933333333333334,172.0,Krome Studios,,"Toy Soldiers,War Chest,Toy Soldiers: War Chest",8/11/2015
1773,2826,2826,Cut the Rope,3DS,2014.0,Puzzle,Activision,0.12,0.0,0.0,0.02,0.14,,,0.0,,ZeptoLab,E,Cut the Rope,3/28/2014
1777,2842,2842,Eagle Flight,PS4,2016.0,Adventure,Ubisoft,0.02,0.1,0.0,0.02,0.14,72.0,62.0,7.8,44.0,"Ubisoft, FunHouse",E10+,Eagle Flight,10/18/2016
1781,2850,2850,Transformer: Rise of the Dark Spark (3DS),3DS,2014.0,Role-Playing,Activision,0.1,0.02,0.0,0.02,0.14,,,,,,,"Transformer,Rise of the Dark Spark (3DS),Transformer: Rise of the Dark Spark (3DS)",6/24/2014
1784,2860,2860,Reader Rabbit 1st Grade,Wii,2010.0,Misc,Graffiti,0.12,0.0,0.0,0.0,0.14,,,0.0,,Graffiti Entertainment,E,Reader Rabbit 1st Grade,5/4/2010
1787,2864,2864,Mayhem 3D,Xbox 360,2011.0,Racing,Evolved Games,0.16999999999999998,0.0,0.0,0.01,0.2,49.0,13.0,5.733333333333333,,Zoo Games,E10+,Mayhem 3D,3/25/2011
1788,2865,2865,Cities XL 2012,Windows,2011.0,Strategy,Focus Home Interactive,0.02,0.1,0.0,0.02,0.14,61.0,36.0,5.6,190.0,Monte Cristo Multimedia,E,"Cities XL 2012,Cities XL",10/20/2011
1793,2877,2877,Tournament of Legends,Wii,2010.0,Fighting,Sega,0.08,0.04,0.0,0.02,0.12,45.0,76.0,6.9,22.0,High Voltage Software,T,Tournament of Legends,7/6/2010
1795,2880,2880,Monster Tale,DS,2011.0,Platform,Majesco Entertainment,0.12,0.0,0.0,0.0,0.12,79.0,30.0,8.0,30.0,DreamRift,E,Monster Tale,3/22/2011
1799,2891,2891,NHL Legacy,Xbox 360,2015.0,Action,Electronic Arts,0.15,0.0,0.0,0.03,0.16,,,,,,,NHL Legacy,9/15/2015
1800,2897,2897,Age of Empires Online,Windows,2011.0,Strategy,Microsoft Game Studios,0.02,0.08,0.0,0.02,0.12,70.0,88.0,5.6,372.0,Gas Powered Games,E10+,Age of Empires Online,8/16/2011
1802,2901,2901,DuckTales: Remastered,Wii U,2013.0,Action,Capcom,0.13,0.03,0.0,0.03,0.16999999999999998,75.66666666666667,51.0,7.733333333333334,335.0,WayForward,E,"DuckTales,DuckTales: Remastered,Remastered",8/20/2013
1803,2902,2902,MX vs. ATV Supercross,Xbox 360,2014.0,Racing,Nordic Games,0.08,0.05,0.0,0.02,0.15,51.333333333333336,24.0,4.366666666666666,32.0,Nordic Games Publishing,E,MX vs. ATV Supercross,10/28/2014
1805,2906,2906,Earth Defense Force 4.1: The Shadow of New Despair,PS4,2015.0,Shooter,Xseed Games,0.06,0.04,0.0,0.02,0.12,64.0,80.0,7.9,102.0,Sandlot,M,"The Shadow of New Despair,Earth Defense Force 4.1,Earth Defense Force 4.1: The Shadow of New Despair",12/8/2015
1806,2909,2909,The Technomancer,PS4,2016.0,Role-Playing,Focus Home Interactive,0.05,0.09,0.0,0.02,0.15,62.666666666666664,88.0,6.933333333333334,287.0,Spiders,M,The Technomancer,6/28/2016
1812,2923,2923,Devil's Third,Wii U,2015.0,Action,Nintendo,0.08,0.04,0.0,0.02,0.12,43.0,108.0,6.5,566.0,Valhalla Game Studios,M,Devil's Third,12/11/2015
1815,2938,2938,Ivy the Kiwi?,Wii,2010.0,Puzzle,Rising Star Games,0.12,0.04,0.0,0.0,0.16999999999999998,72.33333333333333,80.0,6.8999999999999995,28.0,Prope,E,Ivy the Kiwi?,1/20/2010
1816,2943,2943,Tropico 5,Xbox 360,2014.0,Simulation,Kalypso Media,0.06,0.04,0.0,0.0,0.12,71.0,8.0,7.2,18.0,Haemimont,T,"Tropico,Tropico 5",11/11/2014
1819,2949,2949,Ride to Hell,Xbox 360,2013.0,Racing,Deep Silver,0.1,0.03,0.0,0.03,0.16,17.0,32.0,1.2,1084.0,"Eutechnyx, Deep Silver",M,Ride to Hell,6/24/2013
1823,2958,2958,Enemy Front,PS3,2014.0,Shooter,City Interactive,0.04,0.1,0.0,0.02,0.14,40.333333333333336,32.0,5.933333333333334,228.0,CI Games,M,Enemy Front,6/10/2014
1826,2963,2963,Batman: A Telltale Game Series,PS3,2016.0,Adventure,Telltale Games,0.02,0.08,0.0,0.02,0.1,,,,,,,"Batman,Batman: A Telltale Game Series,A Telltale Game Series",9/13/2016
1827,2968,2968,Mighty No. 9,PS4,2016.0,Platform,Deep Silver,0.12000000000000001,0.01,0.0,0.02,0.15,51.75,150.0,3.95,736.0,Inti Creates,E10+,"Mighty No. 9,Mighty No.",6/21/2016
1828,2972,2972,Men of War: Assault Squad,Windows,2011.0,Strategy,1C Company,0.02,0.06,0.0,0.02,0.1,77.0,42.0,8.2,186.0,"THQ, 1C, 1C Company",T,"Men of War: Assault Squad,Assault Squad,Men of War",2/25/2011
1829,2977,2977,Centipede: Infestation,Wii,2011.0,Shooter,Atari,0.14,0.0,0.0,0.0,0.15000000000000002,,,0.0,,WayForward,E10+,"Centipede,Centipede: Infestation,Infestation",10/25/2011
1834,2982,2982,Killing Floor 2 ,PS4,2016.0,Shooter,Tripwire Interactive,0.06,0.02,0.0,0.02,0.1,76.0,78.0,8.0,114.0,Tripwire Interactive,M,"Killing Floor 2 ,Killing Floor",11/18/2016
1836,2984,2984,Mortal Kombat X,Windows,2015.0,Fighting,Warner Bros. Interactive Entertainment,0.02,0.08,0.0,0.0,0.1,76.0,20.0,5.1,950.0,High Voltage Software,M,"Mortal Kombat,Mortal Kombat X",4/13/2015
1840,3003,3003,Metroid Prime: Federation Force,3DS,2016.0,Action,Nintendo,0.04,0.02,0.02,0.0,0.1,64.0,112.0,5.1,438.0,"Next Level Games, Nintendo",T,"Metroid Prime: Federation Force,Federation Force,Metroid Prime",8/19/2016
1843,3008,3008,Resident Evil 4 HD,PS4,2016.0,Shooter,Capcom,0.1,0.0,0.0,0.02,0.12000000000000001,,,,,,,"Resident Evil 4 HD,Resident Evil",8/30/2016
1845,3012,3012,Rock of the Dead,PS3,2010.0,Shooter,Conspiracy Entertainment,0.12,0.0,0.0,0.02,0.15000000000000002,46.0,21.0,2.4,,Epicenter Studios,T,Rock of the Dead,10/19/2010
1847,3018,3018,Test Drive: Ferrari Legends,Xbox 360,2012.0,Racing,Atari,0.08,0.0,0.0,0.0,0.1,,,,,,,"Test Drive: Ferrari Legends,Test Drive,Ferrari Legends",7/3/2012
1849,3023,3023,SpongeBob SquarePants: Plankton's Robotic Revenge,Xbox 360,2013.0,Shooter,Activision,0.08,0.0,0.0,0.0,0.1,,,6.1,26.0,Behaviour Interactive,E10+,"Plankton's Robotic Revenge,SpongeBob SquarePants: Plankton's Robotic Revenge,SpongeBob SquarePants",10/22/2013
1856,3031,3031,River City Soccer Hooligans,DS,2010.0,Sports,Arc System Works,0.08,0.0,0.02,0.0,0.1,,,0.0,,Avit-Niigata,T,River City Soccer Hooligans,6/10/2010
1860,3044,3044,Shantae and the Pirate's Curse,3DS,2015.0,Platform,Rising Star Games,0.02,0.0,0.06,0.0,0.08,82.0,36.0,8.5,172.0,WayForward,E10+,Shantae and the Pirate's Curse,2/5/2015
1862,3050,3050,Nike+ Kinect Training,Xbox 360,2012.0,Sports,Microsoft Game Studios,0.04,0.02,0.0,0.0,0.08,,,,,,,Nike+ Kinect Training,10/30/2012
1866,3060,3060,Gravity Falls: Legend of the Gnome Gemulets,3DS,2015.0,Action,Ubisoft,0.06,0.0,0.0,0.0,0.08,46.0,8.0,5.8,20.0,Ubisoft Osaka,E,"Gravity Falls: Legend of the Gnome Gemulets,Legend of the Gnome Gemulets,Gravity Falls",10/20/2015
1869,3067,3067,Duke Nukem Trilogy: Critical Mass,DS,2011.0,Shooter,Deep Silver,0.08,0.0,0.0,0.0,0.08,,,,,,,"Critical Mass,Duke Nukem Trilogy,Duke Nukem Trilogy: Critical Mass",6/6/2011
1870,3071,3071,Test Drive: Ferrari Legends,PS3,2012.0,Racing,Unknown,0.08,0.0,0.0,0.02,0.08,62.0,38.0,4.9,44.0,"Atari, Slightly Mad Studios, Atari SA",E,"Test Drive: Ferrari Legends,Test Drive,Ferrari Legends",8/22/2012
1871,3084,3084,DuckTales: Remastered,Xbox 360,2013.0,Action,Capcom,0.06,0.0,0.0,0.0,0.08,,,,,,,"DuckTales,DuckTales: Remastered,Remastered",11/12/2013
1874,3093,3093,Wicked Monster Blast!,Wii,2011.0,Shooter,PQube,0.06,0.0,0.0,0.0,0.08,,,,,,,Wicked Monster Blast!,7/7/2011
1876,3102,3102,Homefront: The Revolution,Windows,2016.0,Shooter,Deep Silver,0.02,0.04,0.0,0.0,0.08,54.0,96.0,3.5,568.0,Deep Silver Dambuster Studios,M,"The Revolution,Homefront,Homefront: The Revolution",5/17/2016
1880,3109,3109,Warhammer: The End Times - Vermintide,PS4,2016.0,Action,Games Workshop,0.02,0.04,0.0,0.02,0.08,,,,,,,"The End Times - Vermintide,Warhammer: The End Times - Vermintide,Warhammer",10/4/2016
1881,3116,3116,Deer Drive: Legends,3DS,2012.0,Action,Maximum Family Games,0.06,0.0,0.0,0.0,0.06,,,0.0,,Raylight Studios,T,"Legends,Deer Drive,Deer Drive: Legends",5/27/2012
1882,3117,3117,Duke Nukem 3D: 20th Anniversary World Tour,PS4,2016.0,Shooter,Gearbox Software,0.08,0.0,0.0,0.02,0.09,74.66666666666667,34.0,4.6000000000000005,,Gearbox Software,M,"Duke Nukem 3D: 20th Anniversary World Tour,20th Anniversary World Tour,Duke Nukem 3D",10/11/2016
1884,3128,3128,Nancy Drew: Alibi In Ashes,Windows,2011.0,Adventure,Her Interactive,0.06,0.0,0.0,0.0,0.06,,,0.0,,Her Interactive,E,"Alibi In Ashes,Nancy Drew,Nancy Drew: Alibi In Ashes",10/18/2011
1885,3130,3130,3DS Classic Collection,3DS,2016.0,Misc,Sega,0.06,0.0,0.0,0.0,0.06,,,,,,,3DS Classic Collection,4/26/2016
1886,3132,3132,Batman: A Telltale Game Series,Xbox 360,2016.0,Adventure,Telltale Games,0.02,0.04,0.0,0.0,0.06,,,,,,,"Batman,Batman: A Telltale Game Series,A Telltale Game Series",9/14/2016
1888,3140,3140,Prison Architect,PS4,2016.0,Action,Introversion Software,0.03,0.02,0.0,0.02,0.06999999999999999,78.0,49.0,7.566666666666666,45.0,"Introversion, Double Eleven",M,Prison Architect,6/28/2016
